Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Discount_Percentage,Final_Paid_Amount,Payment_Method,Is_Event
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,0,60.0,UPI,No
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,0,50.0,Debit Card,No
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,0,90.0,UPI,No
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,0,25.0,UPI,No
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,0,500.0,Debit Card,No
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,0,1200.0,UPI,No
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,0,50.0,Cash,No
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,25,375.0,Debit Card,Yes
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,0,900.0,Debit Card,No
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,0,150.0,Credit Card,No
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,0,50.0,Credit Card,No
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,0,75.0,Credit Card,No
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,0,150.0,Credit Card,No
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,0,100.0,UPI,No
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,25,75.0,Credit Card,Yes
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,0,200.0,Credit Card,No
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,0,90.0,UPI,No
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,0,1200.0,Cash,No
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,0,1200.0,UPI,No
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,0,900.0,Debit Card,No
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,0,120.0,Cash,No
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,0,150.0,Credit Card,No
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,0,500.0,UPI,No
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,0,100.0,UPI,No
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,0,50.0,Cash,No
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,0,1200.0,UPI,No
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,25,150.0,Debit Card,Yes
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,20,1600.0,Credit Card,Yes
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,0,50.0,Cash,No
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,25,22.5,Debit Card,Yes
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,0,30.0,Credit Card,No
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,0,1000.0,UPI,No
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,0,25.0,Credit Card,No
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,25,450.0,UPI,Yes
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,0,50.0,Credit Card,No
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,5,71.25,Credit Card,Yes
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,0,90.0,Cash,No
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,0,1000.0,Credit Card,No
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,0,500.0,Credit Card,No
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,15,170.0,Debit Card,Yes
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,0,500.0,Debit Card,No
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,0,1500.0,Debit Card,No
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,20,60.0,Debit Card,Yes
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,0,300.0,UPI,No
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,0,50.0,Credit Card,No
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,0,100.0,Debit Card,No
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,0,1200.0,Credit Card,No
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,0,25.0,Cash,No
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,0,25.0,Credit Card,No
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,0,500.0,Cash,No
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,0,300.0,UPI,No
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,0,100.0,UPI,No
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,25,37.5,UPI,Yes
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,0,1200.0,Debit Card,No
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,25,1125.0,Debit Card,Yes
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,0,60.0,Debit Card,No
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,0,25.0,UPI,No
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,0,1500.0,UPI,No
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,0,600.0,Debit Card,No
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,0,75.0,UPI,No
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,0,50.0,Credit Card,No
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,0,30.0,Credit Card,No
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,0,200.0,Credit Card,No
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,0,300.0,Credit Card,No
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,0,25.0,Credit Card,No
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,0,600.0,Credit Card,No
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,0,100.0,UPI,No
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,0,1000.0,Credit Card,No
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,0,90.0,Cash,No
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,25,375.0,Debit Card,Yes
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,0,1500.0,Credit Card,No
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,0,600.0,Credit Card,No
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,0,30.0,UPI,No
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,0,25.0,Cash,No
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,0,50.0,UPI,No
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,15,85.0,Credit Card,Yes
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,0,50.0,Debit Card,No
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,25,450.0,Credit Card,Yes
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,0,1000.0,Credit Card,No
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,10,450.0,UPI,Yes
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,20,800.0,Debit Card,Yes
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,25,22.5,Debit Card,Yes
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,0,25.0,Credit Card,No
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,0,600.0,Credit Card,No
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,0,60.0,Credit Card,No
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,20,160.0,UPI,Yes
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,0,300.0,Credit Card,No
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,15,510.0,UPI,Yes
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,0,600.0,Debit Card,No
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,25,750.0,UPI,Yes
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,5,1140.0,Cash,Yes
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,0,100.0,Credit Card,No
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,0,900.0,Cash,No
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,0,500.0,Credit Card,No
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,0,900.0,UPI,No
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,0,100.0,Credit Card,No
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,0,200.0,Debit Card,No
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,0,2000.0,Credit Card,No
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,20,60.0,Cash,Yes
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,0,100.0,UPI,No
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,0,60.0,Debit Card,No
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,0,2000.0,Credit Card,No
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,10,810.0,Credit Card,Yes
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,0,1000.0,Credit Card,No
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,0,90.0,UPI,No
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,0,2000.0,UPI,No
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,0,1500.0,Credit Card,No
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,25,67.5,Credit Card,Yes
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,0,25.0,Credit Card,No
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,5,1140.0,Cash,Yes
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,0,120.0,Debit Card,No
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,0,150.0,Debit Card,No
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,0,25.0,Credit Card,No
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,0,200.0,UPI,No
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,0,50.0,Debit Card,No
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,0,900.0,UPI,No
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,25,900.0,UPI,Yes
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,0,1000.0,Debit Card,No
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,0,200.0,Debit Card,No
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,0,50.0,UPI,No
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,25,675.0,UPI,Yes
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,25,90.0,Credit Card,Yes
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,0,1200.0,Credit Card,No
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,0,30.0,Credit Card,No
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,0,75.0,Credit Card,No
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,0,600.0,Debit Card,No
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,25,900.0,UPI,Yes
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,15,85.0,Credit Card,Yes
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,25,450.0,Credit Card,Yes
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,0,90.0,UPI,No
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,15,255.0,Debit Card,Yes
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,0,50.0,Credit Card,No
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,0,2000.0,UPI,No
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,0,60.0,Debit Card,No
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,0,200.0,UPI,No
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,0,50.0,Debit Card,No
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,0,30.0,UPI,No
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,0,1500.0,UPI,No
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,0,1000.0,UPI,No
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,25,18.75,Credit Card,Yes
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,0,100.0,Debit Card,No
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,0,60.0,UPI,No
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,0,900.0,Credit Card,No
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,0,100.0,Credit Card,No
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,25,900.0,UPI,Yes
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,0,50.0,Credit Card,No
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,25,750.0,Debit Card,Yes
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,20,960.0,Credit Card,Yes
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,0,1500.0,UPI,No
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,0,600.0,Debit Card,No
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,0,150.0,Credit Card,No
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,0,100.0,Debit Card,No
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,0,150.0,UPI,No
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,0,25.0,UPI,No
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,0,75.0,Debit Card,No
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,0,1000.0,Credit Card,No
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,0,150.0,Debit Card,No
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,0,900.0,Debit Card,No
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,25,37.5,Credit Card,Yes
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,0,1500.0,UPI,No
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,0,75.0,Credit Card,No
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,0,2000.0,Debit Card,No
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,10,108.0,UPI,Yes
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,0,60.0,UPI,No
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,0,1200.0,Credit Card,No
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,0,2000.0,UPI,No
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,0,1200.0,Credit Card,No
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,0,1200.0,UPI,No
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,0,30.0,Debit Card,No
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,0,1200.0,Credit Card,No
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,0,30.0,UPI,No
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,0,25.0,Debit Card,No
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,0,2000.0,UPI,No
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,0,900.0,Debit Card,No
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,25,22.5,UPI,Yes
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,0,150.0,Credit Card,No
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,0,900.0,Credit Card,No
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,25,75.0,Debit Card,Yes
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,0,50.0,Debit Card,No
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,0,200.0,Credit Card,No
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,0,60.0,Cash,No
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,0,600.0,Credit Card,No
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,0,120.0,Debit Card,No
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,0,100.0,Credit Card,No
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,0,60.0,Debit Card,No
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,0,100.0,Debit Card,No
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,0,60.0,Credit Card,No
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,0,150.0,Debit Card,No
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,25,1500.0,Credit Card,Yes
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,25,112.5,UPI,Yes
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,0,50.0,Debit Card,No
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,10,1350.0,UPI,Yes
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,0,1500.0,Cash,No
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,0,600.0,Credit Card,No
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,0,900.0,Debit Card,No
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,0,200.0,UPI,No
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,20,80.0,Credit Card,Yes
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,0,25.0,Credit Card,No
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,0,100.0,UPI,No
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,0,300.0,Credit Card,No
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,20,720.0,Cash,Yes
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,0,100.0,Credit Card,No
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,0,100.0,Debit Card,No
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,0,30.0,UPI,No
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,25,90.0,Debit Card,Yes
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,0,100.0,Credit Card,No
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,0,120.0,Cash,No
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,0,1500.0,Cash,No
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,10,270.0,Credit Card,Yes
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,0,1200.0,UPI,No
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,0,50.0,UPI,No
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,0,100.0,Debit Card,No
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,0,50.0,Debit Card,No
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,0,60.0,Credit Card,No
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,0,150.0,Cash,No
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,0,120.0,UPI,No
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,0,500.0,UPI,No
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,25,90.0,Debit Card,Yes
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,0,1500.0,UPI,No
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,20,800.0,Credit Card,Yes
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,0,90.0,Credit Card,No
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,0,120.0,UPI,No
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,25,375.0,UPI,Yes
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,5,142.5,UPI,Yes
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,0,500.0,UPI,No
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,0,900.0,Credit Card,No
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,0,500.0,Debit Card,No
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,0,50.0,UPI,No
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,0,600.0,Debit Card,No
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,0,25.0,Cash,No
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,0,50.0,Debit Card,No
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,0,200.0,Debit Card,No
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,0,2000.0,Cash,No
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,0,60.0,Debit Card,No
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,0,100.0,Credit Card,No
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,0,900.0,UPI,No
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,0,900.0,UPI,No
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,0,75.0,UPI,No
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,10,1080.0,Debit Card,Yes
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,0,150.0,Credit Card,No
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,0,300.0,Credit Card,No
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,25,37.5,UPI,Yes
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,20,72.0,Debit Card,Yes
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,0,25.0,UPI,No
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,0,1200.0,UPI,No
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,0,50.0,Credit Card,No
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,0,2000.0,UPI,No
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,0,50.0,Credit Card,No
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,0,60.0,Credit Card,No
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,0,100.0,UPI,No
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,0,60.0,UPI,No
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,0,30.0,Debit Card,No
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,20,720.0,Debit Card,Yes
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,0,300.0,Credit Card,No
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,0,200.0,Credit Card,No
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,0,500.0,Cash,No
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,0,50.0,Cash,No
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,0,2000.0,Credit Card,No
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,0,60.0,Credit Card,No
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,0,50.0,UPI,No
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,15,85.0,Cash,Yes
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,0,150.0,UPI,No
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,0,2000.0,Credit Card,No
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,0,120.0,Credit Card,No
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,0,30.0,UPI,No
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,0,1500.0,Debit Card,No
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,0,60.0,Credit Card,No
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,0,900.0,UPI,No
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,0,100.0,Debit Card,No
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,25,150.0,Credit Card,Yes
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,0,25.0,Cash,No
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,20,40.0,UPI,Yes
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,0,1200.0,Debit Card,No
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,0,60.0,Credit Card,No
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,0,1000.0,UPI,No
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,0,900.0,UPI,No
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,0,100.0,Debit Card,No
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,0,2000.0,UPI,No
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,25,45.0,UPI,Yes
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,25,450.0,Debit Card,Yes
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,0,2000.0,UPI,No
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,0,300.0,Cash,No
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,0,1200.0,Credit Card,No
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,0,120.0,Credit Card,No
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,0,100.0,Cash,No
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,0,1000.0,UPI,No
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,0,30.0,Credit Card,No
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,25,225.0,Credit Card,Yes
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,0,90.0,UPI,No
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,0,200.0,Cash,No
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,0,1000.0,Credit Card,No
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,0,50.0,UPI,No
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,0,75.0,Debit Card,No
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,0,1500.0,Debit Card,No
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,0,100.0,UPI,No
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,25,450.0,Credit Card,Yes
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,0,1500.0,Credit Card,No
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,25,375.0,Credit Card,Yes
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,0,90.0,Debit Card,No
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,0,1200.0,UPI,No
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,0,100.0,Credit Card,No
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,0,100.0,UPI,No
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,0,30.0,Credit Card,No
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,5,47.5,UPI,Yes
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,0,100.0,UPI,No
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,25,56.25,Debit Card,Yes
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,0,1000.0,Cash,No
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,0,75.0,Credit Card,No
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,0,150.0,Debit Card,No
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,0,900.0,Credit Card,No
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,0,300.0,Credit Card,No
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,0,2000.0,Credit Card,No
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,0,50.0,UPI,No
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,0,200.0,Debit Card,No
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,0,50.0,Debit Card,No
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,25,75.0,Debit Card,Yes
