Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Cost_Price,Discount,Profit
1510,2021-03-17,3958,Female,28,Home,4,3377.37,13651.88,2660.73,12,3008.97
1736,2021-03-18,9399,Female,64,Sports,5,2474.06,12227.4,1920.23,19,2626.25
1927,2021-03-18,9615,Female,64,Beauty,6,2919.02,17809.54,2231.26,19,4421.96
1347,2021-03-19,7689,Male,19,Electronics,4,3002.45,12065.5,2203.62,10,3251.01
1832,2021-03-23,2499,Female,25,Home,6,2249.52,13394.91,1837.44,16,2370.28
1694,2021-03-23,8522,Female,25,Clothing,2,2538.95,5281.0,2060.71,11,1159.57
1795,2021-03-26,8560,Female,61,Clothing,3,1524.4,4739.62,1216.08,18,1091.36
1512,2021-03-26,6858,Male,46,Home,3,2825.29,8467.04,2069.75,10,2257.78
1825,2021-03-28,1888,Female,20,Home,4,3285.7,13138.93,2500.1,11,3138.52
1848,2021-03-28,3177,Female,59,Clothing,2,1629.46,3205.01,1245.59,15,713.83
1748,2021-03-30,2073,Female,57,Clothing,4,1479.08,5907.87,1087.67,12,1557.18
1660,2021-03-30,9391,Male,51,Electronics,7,2996.27,20874.39,2409.59,19,4007.26
1668,2021-03-31,1583,Male,18,Beauty,6,2831.47,17334.91,2239.2,18,3899.73
1001,2021-03-31,1686,Male,40,Sports,3,2016.74,6224.92,1452.59,13,1867.14
1204,2021-04-01,2971,Male,55,Home,4,1443.03,5372.21,1181.33,16,646.9
1813,2021-04-05,3066,Female,30,Home,6,1243.21,6719.35,982.91,12,821.91
1913,2021-04-10,7473,Female,20,Electronics,3,1808.68,4954.78,1453.37,18,594.66
1055,2021-04-10,9396,Male,54,Electronics,6,3056.01,17340.84,2214.51,19,4053.8
1072,2021-04-14,6753,Female,19,Clothing,3,3288.79,8932.82,2631.91,18,1037.09
1983,2021-04-20,8085,Male,58,Sports,2,1297.8,2362.66,949.35,11,463.97
1038,2021-04-21,2763,Female,23,Sports,6,1627.4,8987.01,1198.66,20,1795.05
1220,2021-04-21,5924,Male,28,Clothing,5,3415.48,15744.93,2557.46,16,2957.62
1905,2021-04-22,9379,Female,42,Clothing,3,2170.21,6128.5,1775.44,18,802.17
1155,2021-04-22,8646,Female,42,Sports,3,2975.67,8413.74,2222.96,15,1744.86
1962,2021-04-23,5258,Male,33,Beauty,4,2925.2,10724.75,2243.31,20,1751.52
1788,2021-04-24,9367,Male,59,Home,8,1896.23,13873.92,1473.53,14,2085.68
1984,2021-04-25,3685,Female,55,Sports,6,2450.37,13803.48,1831.63,12,2813.69
1395,2021-04-27,5119,Female,34,Sports,2,1314.28,2393.75,1053.42,20,286.91
1434,2021-04-28,5372,Male,55,Sports,4,2985.97,11243.53,2254.13,15,2226.99
1446,2021-05-02,5707,Male,52,Sports,7,1933.31,12293.91,1491.34,19,1854.51
1370,2021-05-03,8004,Female,60,Clothing,4,3404.15,12612.45,2736.56,15,1666.22
1577,2021-05-04,1531,Male,23,Sports,5,1696.41,7774.45,1322.36,18,1162.64
1708,2021-05-07,2422,Female,44,Sports,6,3085.88,17059.62,2502.96,13,2041.88
1022,2021-05-09,4031,Female,33,Electronics,6,2130.04,12079.84,1725.02,20,1729.7
1203,2021-05-09,7068,Male,54,Home,2,1396.68,2640.74,1033.36,19,574.01
1284,2021-05-11,4222,Female,47,Sports,7,1963.18,12783.84,1595.76,11,1613.56
1142,2021-05-12,2534,Male,46,Electronics,2,1386.38,2509.96,1005.24,16,499.48
1421,2021-05-14,6508,Female,37,Home,2,3344.41,6347.09,2689.49,17,968.1
1630,2021-05-15,9808,Male,26,Sports,7,3389.73,22526.31,2588.5,16,4406.78
1903,2021-05-17,3118,Female,31,Beauty,7,2254.67,14988.14,1783.28,16,2505.16
1026,2021-05-18,1770,Male,22,Beauty,7,3540.11,23330.07,2656.19,14,4736.71
1731,2021-05-21,4641,Female,31,Clothing,5,1354.45,6225.43,1025.41,11,1098.36
1721,2021-05-22,6563,Male,49,Home,3,3053.95,8617.56,2383.81,19,1466.14
1086,2021-05-24,2292,Male,60,Electronics,8,2410.2,17380.64,1928.97,17,1948.88
1047,2021-05-24,2098,Female,31,Home,5,2329.86,10973.49,1862.66,20,1660.17
1332,2021-05-25,1370,Female,31,Beauty,6,1975.54,10782.47,1429.35,18,2206.36
1791,2021-05-26,8036,Male,45,Sports,4,1788.08,6793.04,1462.93,11,941.32
1839,2021-05-26,3943,Female,31,Home,7,3237.29,21371.11,2573.9,14,3353.82
1205,2021-06-01,2866,Female,46,Beauty,5,2215.53,10028.7,1747.46,12,1291.39
1105,2021-06-01,5261,Female,47,Clothing,7,2362.82,15423.14,1924.02,12,1954.98
1463,2021-06-01,5823,Female,65,Clothing,4,1334.88,4931.3,1031.65,10,804.7
1458,2021-06-02,3874,Female,65,Beauty,6,1249.39,6806.93,987.55,18,881.65
1296,2021-06-03,6466,Male,64,Home,2,3370.16,6295.62,2514.62,15,1266.38
1408,2021-06-03,8306,Female,43,Clothing,3,2904.6,8175.79,2370.15,18,1065.34
1324,2021-06-06,2952,Female,45,Home,2,1936.4,3631.54,1513.55,13,604.45
1523,2021-06-07,2690,Male,38,Clothing,8,3051.89,22622.14,2224.58,10,4825.48
1584,2021-06-07,5634,Male,43,Electronics,6,2583.24,14708.48,2096.36,11,2130.35
1678,2021-06-07,2272,Female,21,Beauty,7,2472.0,16387.94,1896.92,17,3109.51
1590,2021-06-07,2624,Female,63,Electronics,7,2960.22,19570.62,2215.29,20,4063.62
1639,2021-06-09,7739,Female,46,Electronics,6,2903.57,15944.08,2143.98,11,3080.17
1502,2021-06-09,4859,Male,21,Sports,3,1469.81,4067.81,1164.22,17,575.14
1801,2021-06-10,2870,Male,62,Electronics,6,1380.2,7550.15,1022.04,14,1417.91
1377,2021-06-11,1374,Male,59,Clothing,6,1327.67,7190.89,1004.77,18,1162.29
1930,2021-06-13,9225,Male,43,Beauty,2,2925.2,5269.23,2357.71,19,553.82
1948,2021-06-14,3175,Male,63,Home,4,3057.04,11024.34,2278.91,17,1908.68
1430,2021-06-15,1574,Male,64,Beauty,5,1541.91,7237.6,1115.96,16,1657.79
1266,2021-06-18,7518,Male,64,Clothing,6,1392.56,7763.3,1107.97,12,1115.47
1382,2021-06-22,5407,Female,51,Sports,8,3394.88,25712.3,2597.34,16,4933.56
1335,2021-06-22,7557,Male,32,Sports,4,1260.72,4662.0,956.71,11,835.16
1442,2021-06-23,5276,Female,34,Beauty,2,3301.15,6032.61,2466.47,12,1099.68
1121,2021-06-23,4237,Male,26,Electronics,2,3599.85,6514.08,2714.46,16,1085.17
1042,2021-06-23,8253,Male,52,Beauty,3,2284.54,6496.52,1748.64,13,1250.6
1034,2021-06-23,4019,Male,27,Sports,3,1660.36,4551.26,1301.1,14,647.96
1633,2021-06-29,5523,Male,55,Beauty,6,2747.01,14986.71,2189.49,13,1849.77
1968,2021-07-02,9867,Male,33,Home,3,3019.96,8957.7,2181.8,14,2412.29
1811,2021-07-05,9213,Female,34,Beauty,2,3074.55,6313.21,2352.68,18,1607.85
1305,2021-07-06,5793,Female,19,Clothing,3,2842.8,8925.86,2187.35,12,2363.79
1753,2021-07-07,8778,Male,53,Electronics,7,1738.64,12643.65,1407.01,16,2794.58
1124,2021-07-09,7124,Male,35,Clothing,4,1938.46,7986.2,1458.87,15,2150.72
1176,2021-07-10,9813,Female,41,Sports,2,3103.39,6447.28,2397.4,15,1652.47
1117,2021-07-12,2538,Female,56,Electronics,8,3289.82,26706.66,2576.59,19,6093.93
1705,2021-07-14,2637,Female,50,Clothing,7,3327.93,24355.46,2596.57,19,6179.46
1493,2021-07-20,1945,Female,29,Sports,5,1757.18,8819.82,1370.37,11,1967.96
1617,2021-07-22,3365,Male,52,Electronics,7,2178.45,15264.06,1735.47,17,3115.76
1582,2021-07-22,5836,Male,53,Home,4,2428.74,9716.16,1831.61,16,2389.73
1289,2021-07-23,2705,Male,62,Clothing,3,3486.55,10268.92,2775.78,10,1941.58
1941,2021-07-23,2841,Male,51,Clothing,2,2895.33,5743.65,2305.89,18,1131.86
1084,2021-07-24,2087,Female,33,Sports,3,3100.3,9738.31,2536.74,19,2128.1
1804,2021-07-24,9582,Female,62,Clothing,7,2947.86,20969.66,2126.07,10,6087.2
1908,2021-07-27,2771,Female,34,Home,3,3306.3,9855.31,2640.51,15,1933.77
1448,2021-07-27,6204,Female,65,Beauty,8,2223.77,17780.52,1646.18,12,4611.09
1528,2021-07-28,2120,Male,25,Sports,2,1624.31,3332.16,1201.95,14,928.26
1519,2021-07-29,2581,Male,30,Sports,8,2504.96,20581.76,1882.04,12,5525.47
1005,2021-07-30,8801,Female,62,Clothing,6,3500.97,20610.87,2840.14,16,3570.03
1988,2021-07-31,9501,Female,48,Electronics,2,2654.31,5309.2,2034.78,14,1239.64
1447,2021-08-03,6750,Male,50,Sports,4,2491.57,10146.11,1907.91,17,2514.49
1924,2021-08-03,3584,Female,19,Beauty,7,1561.48,11009.46,1220.37,15,2466.84
1039,2021-08-05,2513,Male,35,Clothing,2,1752.03,3485.39,1290.66,18,904.06
1194,2021-08-07,5428,Male,33,Beauty,6,1605.77,9944.62,1297.66,13,2158.66
1063,2021-08-12,4657,Male,28,Sports,3,2915.93,8608.78,2240.04,13,1888.68
1679,2021-08-17,5578,Male,21,Beauty,2,3565.86,7114.62,2906.56,12,1301.51
1159,2021-08-18,4220,Male,29,Clothing,4,1896.23,7559.19,1427.33,12,1849.87
1914,2021-08-18,2499,Female,57,Sports,2,2189.78,4293.09,1677.46,19,938.17
1407,2021-08-21,8854,Male,64,Beauty,2,2276.3,4505.93,1691.55,18,1122.82
1645,2021-08-22,7315,Female,63,Clothing,3,2143.43,6618.67,1562.3,13,1931.76
1894,2021-08-23,9543,Male,63,Home,8,2397.84,19024.39,1950.41,12,3421.11
1101,2021-08-24,2366,Female,24,Beauty,6,2636.8,15873.82,2001.31,12,3865.98
1049,2021-08-28,5397,Male,26,Clothing,2,2975.67,6029.11,2169.7,16,1689.71
1606,2021-08-30,2579,Male,51,Clothing,4,1626.37,6592.47,1310.82,18,1349.17
1480,2021-09-04,5319,Female,28,Beauty,4,3041.59,12630.42,2243.34,10,3657.04
1294,2021-09-05,4733,Male,27,Beauty,2,2394.75,4895.19,1961.13,20,972.93
1285,2021-09-07,4393,Female,39,Sports,7,1417.28,9949.27,1078.78,12,2397.82
1835,2021-09-08,4822,Male,26,Sports,7,3001.42,21285.05,2337.37,19,4923.49
1136,2021-09-09,5155,Male,32,Electronics,8,2939.62,23152.38,2352.78,17,4330.17
1076,2021-09-10,6999,Male,40,Sports,3,3081.76,9198.5,2232.08,13,2502.27
1667,2021-09-12,4534,Male,51,Electronics,3,2399.9,7393.93,1857.26,19,1822.16
1815,2021-09-17,3838,Male,38,Beauty,5,1822.07,9274.36,1333.89,14,2604.92
1991,2021-09-17,5833,Male,38,Home,7,2250.55,16483.52,1740.34,13,4301.11
1500,2021-09-18,4761,Female,64,Electronics,8,2468.91,19478.34,1839.93,13,4758.94
1226,2021-09-18,4664,Male,46,Clothing,4,1657.27,6624.2,1316.16,15,1359.57
1886,2021-09-20,6767,Female,53,Home,6,3537.02,22147.07,2899.83,12,4748.11
1071,2021-09-20,5906,Male,52,Electronics,7,2427.71,17164.82,1906.35,19,3820.35
1036,2021-09-22,1824,Female,49,Sports,2,3182.7,6258.58,2412.78,19,1433.01
1944,2021-09-25,5111,Female,40,Sports,5,1862.24,9448.88,1466.4,11,2116.86
1880,2021-09-25,9220,Female,21,Sports,8,2999.36,24147.39,2327.17,14,5530.04
1056,2021-09-27,3111,Male,44,Clothing,7,2222.74,15929.65,1624.07,20,4561.14
1780,2021-09-30,9550,Female,31,Home,2,1645.94,3361.39,1340.96,15,679.48
1354,2021-10-01,3690,Female,24,Clothing,8,2346.34,22163.65,1742.75,17,8221.63
1511,2021-10-02,4344,Male,52,Sports,7,3000.39,25085.94,2167.27,13,9915.04
1808,2021-10-03,9837,Male,34,Sports,6,1714.95,11454.82,1316.9,15,3553.43
1337,2021-10-07,8936,Male,34,Clothing,4,2690.36,12892.55,2069.7,11,4613.75
1424,2021-10-09,3039,Female,44,Sports,4,2442.13,11268.61,1891.93,12,3700.89
1701,2021-10-10,4631,Male,59,Beauty,7,2487.45,19429.26,1922.6,18,5971.09
1030,2021-10-11,2928,Male,26,Electronics,2,1315.31,2894.22,1031.57,13,831.08
1114,2021-10-12,8485,Female,25,Clothing,6,3455.65,24400.6,2499.61,17,9402.96
1241,2021-10-12,7097,Male,26,Home,6,2205.23,15370.38,1735.48,10,4957.48
1287,2021-10-13,7933,Male,28,Clothing,3,1589.29,5282.77,1205.66,20,1665.78
1607,2021-10-13,8689,Female,45,Electronics,5,1460.54,8037.22,1118.97,17,2442.39
1771,2021-10-17,8273,Male,46,Electronics,6,2114.59,15157.63,1606.17,18,5520.62
1554,2021-10-17,1973,Female,57,Sports,5,3150.77,17530.11,2471.23,13,5173.97
1414,2021-10-19,4837,Male,50,Beauty,3,1935.37,6449.05,1469.49,12,2040.59
1878,2021-10-19,4980,Male,60,Beauty,4,3025.11,13931.55,2286.18,18,4786.82
1799,2021-10-20,9058,Female,46,Beauty,7,1798.38,14127.08,1394.64,10,4364.61
1419,2021-10-21,1584,Female,52,Beauty,7,1673.75,12907.34,1355.4,19,3419.56
1787,2021-10-22,2137,Male,24,Electronics,5,2297.93,13593.21,1743.61,14,4875.16
1352,2021-10-22,6699,Female,48,Beauty,7,1629.46,12791.26,1174.9,15,4566.94
1812,2021-10-22,6029,Male,58,Beauty,4,1580.02,7011.76,1170.77,20,2328.66
1637,2021-10-23,5682,Male,55,Home,4,2453.46,10802.12,1996.63,13,2815.6
1635,2021-10-24,3832,Female,33,Beauty,8,3477.28,31874.18,2583.45,11,11206.59
1187,2021-10-26,2168,Male,28,Home,7,3523.63,27862.92,2549.95,10,10013.25
1951,2021-10-27,4937,Male,19,Electronics,6,3066.31,21173.9,2361.23,13,7006.54
1589,2021-10-29,5618,Female,49,Clothing,8,2914.9,27347.48,2276.15,18,9138.29
1544,2021-10-30,8185,Male,19,Clothing,4,1984.81,8830.14,1559.94,10,2590.36
1602,2021-11-01,5165,Female,20,Clothing,5,2298.96,12760.77,1769.56,13,3912.98
1317,2021-11-04,2681,Female,27,Home,7,3569.98,29618.28,2722.26,18,10562.49
1206,2021-11-04,9248,Male,44,Electronics,7,1946.7,15008.58,1573.19,11,3996.23
1940,2021-11-04,5118,Male,31,Electronics,2,3148.71,7517.98,2421.04,19,2675.91
1041,2021-11-05,7177,Male,36,Electronics,4,2416.38,11128.37,1788.01,10,3976.34
1247,2021-11-06,1897,Male,18,Electronics,4,1600.62,7301.22,1278.96,10,2185.38
1303,2021-11-09,3572,Male,61,Sports,8,1932.28,17094.98,1497.27,18,5116.81
1990,2021-11-09,8843,Male,25,Electronics,6,1248.36,8441.83,998.43,14,2451.24
1300,2021-11-09,1983,Male,51,Home,3,3323.81,11228.95,2461.76,18,3843.67
1306,2021-11-10,4491,Male,43,Home,2,1294.71,2980.71,970.63,17,1039.46
1696,2021-11-11,1775,Female,21,Electronics,6,3565.86,24548.21,2697.55,19,8362.9
1583,2021-11-12,7044,Female,58,Clothing,8,2658.43,24454.8,1925.75,10,9048.78
1246,2021-11-14,9039,Female,35,Electronics,7,2687.27,21017.15,1973.19,19,7204.81
1333,2021-11-15,6668,Male,38,Clothing,6,2263.94,15008.9,1658.8,12,5056.1
1479,2021-11-15,2538,Female,27,Sports,5,2525.56,14820.83,1970.75,13,4967.07
1876,2021-11-20,9362,Female,49,Home,7,2528.65,20518.31,2017.55,13,6395.43
1455,2021-11-20,5419,Female,41,Sports,6,1358.57,9647.05,1064.03,17,3262.87
1640,2021-11-24,4722,Male,41,Home,7,1523.37,12617.63,1187.81,17,4302.96
1208,2021-11-26,1027,Male,41,Electronics,8,2644.01,24177.06,1968.59,14,8428.37
1822,2021-11-27,9917,Female,57,Clothing,5,2131.07,12368.43,1579.11,20,4472.9
1928,2021-11-27,9057,Male,25,Beauty,7,3142.53,24989.5,2518.45,19,7360.33
1420,2021-11-30,7447,Male,22,Sports,8,2545.13,23836.86,1915.03,20,8516.59
1579,2021-12-01,4460,Female,58,Beauty,5,1625.34,9701.12,1274.59,18,3328.15
1559,2021-12-05,5144,Female,61,Home,6,2260.85,15437.51,1719.98,20,5117.62
1314,2021-12-06,8597,Female,29,Clothing,5,2758.34,15388.85,2261.81,10,4079.79
1469,2021-12-07,6009,Male,33,Sports,6,1851.94,12428.65,1504.03,16,3404.45
1829,2021-12-07,2916,Male,40,Sports,7,2406.08,19256.16,1853.23,19,6283.54
1108,2021-12-07,6371,Male,50,Electronics,5,1708.77,9588.51,1285.94,12,3158.8
1506,2021-12-08,5681,Female,52,Home,3,3216.69,11013.12,2361.52,13,3928.56
1877,2021-12-09,6711,Male,33,Electronics,6,2355.61,16370.27,1714.51,10,6083.24
1199,2021-12-09,3402,Female,32,Electronics,3,2537.92,8526.87,1852.84,17,2968.35
1251,2021-12-10,5509,Female,33,Clothing,7,3495.82,27054.66,2528.17,16,9357.48
1820,2021-12-13,2292,Male,64,Electronics,2,2481.27,5708.7,1896.81,17,1915.09
1790,2021-12-14,8055,Female,27,Clothing,7,2610.02,20737.2,1916.04,19,7324.91
1243,2021-12-16,6252,Female,28,Sports,4,3413.42,16113.21,2546.46,10,5927.39
1078,2021-12-22,7385,Male,61,Clothing,5,2584.27,15116.02,2038.3,11,4924.52
1309,2021-12-23,8833,Male,51,Home,6,3298.06,23004.69,2682.64,19,6908.84
1293,2021-12-26,4459,Male,60,Clothing,8,3035.41,28244.83,2200.97,20,10637.03
1476,2021-12-26,5361,Female,64,Clothing,3,3505.09,11859.08,2688.81,19,3792.66
1567,2021-12-27,3316,Male,58,Electronics,8,2449.34,21812.34,1949.71,14,6214.66
1959,2021-12-28,5224,Male,21,Sports,7,2832.5,22444.2,2182.76,19,7164.85
1641,2021-12-30,2577,Male,22,Clothing,2,2757.31,6519.78,2032.75,19,2454.28
1868,2022-01-01,5408,Female,20,Sports,3,3402.6,10381.71,2756.88,10,2111.06
1769,2022-01-02,2005,Female,30,Sports,8,2154.98,17225.46,1566.88,14,4690.42
1871,2022-01-03,5296,Male,36,Beauty,8,1788.22,14204.66,1388.16,18,3099.39
1257,2022-01-04,5918,Male,49,Electronics,7,2386.06,17406.78,1903.37,20,4083.17
1342,2022-01-09,4715,Male,42,Clothing,2,3495.88,7293.08,2543.59,10,2205.91
1867,2022-01-10,4487,Female,49,Electronics,7,1712.96,11944.04,1397.58,16,2161.01
1783,2022-01-10,7730,Male,31,Beauty,4,3136.54,13160.85,2480.07,10,3240.55
1961,2022-01-15,3876,Male,48,Clothing,7,2981.78,20848.41,2363.35,17,4304.96
1665,2022-01-15,5317,Male,36,Electronics,8,3209.68,25244.67,2392.72,13,6102.88
1580,2022-01-18,9456,Female,40,Clothing,4,2353.2,9377.12,1914.49,13,1719.18
1288,2022-01-20,3314,Male,30,Sports,5,2578.98,13423.74,1949.71,18,3675.16
1598,2022-01-22,3203,Female,19,Home,8,1912.24,15230.89,1380.53,17,4186.68
1157,2022-01-22,7641,Male,61,Sports,6,1316.52,8097.62,966.84,16,2296.55
1052,2022-01-24,4780,Female,41,Home,8,1488.24,12151.94,1136.99,16,3055.99
1422,2022-01-26,3893,Female,40,Clothing,6,2555.66,15439.73,1905.79,18,4005.02
1374,2022-01-27,7747,Male,27,Beauty,4,3293.42,13720.08,2510.7,16,3677.26
1406,2022-01-27,8204,Female,22,Sports,8,1869.84,15623.73,1389.5,15,4507.7
1866,2022-01-28,1611,Male,46,Home,6,2104.1,13205.69,1528.68,16,4033.62
1527,2022-01-30,2986,Female,36,Electronics,7,3270.1,22734.86,2506.45,10,5189.72
1649,2022-02-01,4751,Male,60,Electronics,5,1340.9,6796.12,987.59,12,1858.17
1768,2022-02-02,4674,Male,63,Clothing,7,3357.02,23300.42,2651.2,11,4742.0
1900,2022-02-02,6581,Female,44,Electronics,4,2417.86,9758.46,1814.82,16,2499.16
1884,2022-02-04,2709,Male,44,Home,4,3150.32,12377.86,2566.45,16,2112.08
1887,2022-02-04,5097,Male,59,Clothing,8,1977.96,16148.13,1512.43,20,4048.71
1933,2022-02-05,1490,Male,60,Beauty,2,3086.72,6222.55,2380.56,18,1461.43
1459,2022-02-05,9423,Female,65,Electronics,5,1333.48,6750.12,969.45,16,1902.88
1259,2022-02-05,2337,Male,27,Home,8,1586.82,12551.3,1296.32,19,2180.72
1627,2022-02-06,5054,Female,49,Clothing,3,3166.22,9451.35,2457.61,20,2078.52
1516,2022-02-11,1072,Male,37,Sports,7,1970.54,13519.24,1479.72,16,3161.2
1125,2022-02-13,2122,Male,58,Electronics,2,2740.1,5753.82,2198.93,13,1355.96
1646,2022-02-14,1280,Female,50,Beauty,3,1870.9,5707.38,1358.87,18,1630.77
1384,2022-02-16,6696,Female,65,Electronics,3,3286.0,10203.66,2453.01,12,2844.64
1614,2022-02-16,9241,Male,41,Sports,7,1549.72,10954.31,1154.33,14,2874.02
1081,2022-02-17,5330,Male,62,Sports,3,3404.72,10218.9,2549.59,11,2570.14
1412,2022-02-19,5793,Male,30,Electronics,4,3559.48,14620.29,2733.17,14,3687.62
1596,2022-02-20,9920,Female,61,Sports,3,3434.4,10781.21,2507.85,19,3257.65
1739,2022-02-20,1142,Female,27,Home,4,3345.36,13414.86,2533.94,13,3279.11
1405,2022-02-22,4012,Male,51,Home,7,2062.76,14891.56,1663.87,15,3244.47
1193,2022-02-23,6080,Male,42,Home,4,3030.54,12356.84,2290.95,14,3193.04
1733,2022-02-25,7536,Male,25,Sports,4,2056.4,8502.66,1483.44,19,2568.92
1378,2022-02-27,9761,Male,49,Electronics,3,2180.42,6579.13,1570.49,20,1867.65
1107,2022-02-27,4170,Female,39,Beauty,8,2946.8,23480.04,2148.0,14,6296.03
1952,2022-03-01,8758,Female,32,Home,3,2779.32,8437.77,2157.29,12,1965.9
1535,2022-03-02,2285,Male,49,Electronics,4,2024.6,8487.56,1552.32,20,2278.27
1572,2022-03-05,9676,Female,26,Home,2,1303.8,2571.12,991.94,16,587.25
1361,2022-03-10,3854,Female,30,Beauty,5,3231.94,15898.88,2600.19,13,2897.92
1675,2022-03-10,1409,Male,52,Sports,8,1339.84,10563.81,990.05,10,2643.44
1462,2022-03-11,5077,Male,59,Beauty,6,3648.52,21870.42,2955.99,10,4134.46
1334,2022-03-12,9903,Female,56,Home,8,1709.78,14128.53,1287.36,19,3829.64
1578,2022-03-12,3956,Male,44,Home,7,2401.96,17131.61,1851.3,15,4172.49
1869,2022-03-12,2224,Female,33,Sports,6,2983.9,18753.74,2255.52,16,5220.61
1892,2022-03-18,4700,Male,40,Sports,2,1639.82,3230.39,1214.61,15,801.17
1977,2022-03-18,4561,Female,19,Clothing,2,2612.9,5183.38,2065.94,12,1051.49
1209,2022-03-20,5832,Male,39,Beauty,3,2391.36,7047.0,1865.29,13,1451.12
1785,2022-03-20,2457,Female,56,Clothing,6,2312.92,13813.26,1878.67,11,2541.22
1656,2022-03-21,7285,Male,58,Beauty,2,1800.94,3557.24,1350.82,19,855.61
1355,2022-03-23,4621,Male,24,Home,4,2501.6,9913.23,1958.14,13,2080.68
1973,2022-03-23,5853,Female,50,Beauty,7,2565.2,17920.84,1983.22,14,4038.33
1793,2022-03-24,1709,Female,64,Electronics,6,3332.64,20540.15,2631.22,13,4752.82
1672,2022-03-25,5780,Male,52,Electronics,8,1750.06,14014.2,1324.31,17,3419.75
1228,2022-03-25,4635,Female,28,Home,2,3552.06,7379.04,2806.97,10,1765.1
1558,2022-03-26,4525,Female,45,Home,4,2934.08,12004.75,2203.11,18,3192.33
1143,2022-03-28,9557,Male,53,Clothing,7,1325.0,9230.02,968.85,12,2448.08
1077,2022-03-28,9194,Female,61,Home,7,2358.5,16706.24,1871.84,15,3603.34
1738,2022-03-29,8636,Male,37,Clothing,5,3319.92,16754.25,2405.55,17,4726.53
1576,2022-03-29,1922,Male,64,Beauty,6,2027.78,11957.46,1614.87,10,2268.25
1782,2022-03-31,6146,Male,48,Electronics,5,1881.5,9774.77,1536.28,19,2093.34
1390,2022-03-31,3046,Female,64,Sports,2,2063.82,4315.66,1672.42,16,970.82
1890,2022-04-04,8113,Female,37,Clothing,7,3183.18,20859.19,2469.27,17,3574.32
1445,2022-04-05,2403,Female,63,Beauty,2,3286.0,6162.57,2535.4,14,1091.76
1981,2022-04-07,4597,Male,52,Beauty,2,2062.76,3839.66,1559.24,20,721.19
1518,2022-04-08,6921,Female,55,Sports,5,1297.44,5865.41,992.74,17,901.71
1298,2022-04-09,6987,Male,50,Beauty,6,2351.08,13060.59,1835.61,10,2046.95
1264,2022-04-09,9486,Male,41,Sports,2,3257.38,6184.13,2380.81,17,1422.52
1757,2022-04-10,1430,Male,40,Beauty,2,2679.68,4964.72,2083.41,11,797.9
1033,2022-04-11,6833,Male,40,Clothing,8,2647.88,19764.44,2034.82,14,3485.91
1568,2022-04-11,1085,Male,56,Sports,2,2620.32,4950.2,2103.78,16,742.63
1092,2022-04-12,3865,Male,65,Home,2,2334.12,4264.44,1714.22,19,836.0
1351,2022-04-16,1343,Male,22,Beauty,6,1421.46,7732.31,1030.1,10,1551.71
1339,2022-04-16,3833,Female,22,Beauty,2,3387.76,6245.29,2700.38,13,844.54
1002,2022-04-18,3057,Male,27,Home,4,3050.68,11452.59,2488.48,10,1498.69
1863,2022-04-18,2008,Female,39,Clothing,6,2037.32,11307.23,1612.45,11,1632.55
1212,2022-04-19,7712,Male,22,Clothing,3,2045.8,5684.8,1554.03,12,1022.7
1085,2022-04-20,9377,Male,33,Sports,5,3613.54,16758.32,2959.37,11,1961.45
1126,2022-04-23,9135,Male,31,Clothing,7,2053.22,13107.45,1637.28,20,1646.5
1360,2022-04-27,2308,Male,18,Home,7,1300.62,8486.54,945.57,14,1867.52
1549,2022-04-27,7533,Female,39,Beauty,8,3435.46,25999.57,2577.7,13,5378.01
1134,2022-04-28,2862,Female,19,Electronics,5,2680.74,12077.84,2167.67,17,1239.49
1168,2022-05-01,9135,Male,53,Electronics,6,3606.12,20083.32,2735.56,13,3669.94
1650,2022-05-01,7273,Female,55,Electronics,4,3683.5,13700.97,2776.52,19,2594.89
1224,2022-05-01,4002,Male,25,Clothing,6,3265.86,18089.45,2599.77,15,2490.81
1569,2022-05-04,1053,Male,65,Electronics,5,2141.2,9753.64,1664.36,13,1431.85
1761,2022-05-05,9844,Male,57,Sports,2,1371.64,2594.63,1016.02,10,562.58
1779,2022-05-06,1170,Female,20,Sports,6,3251.02,18287.13,2417.58,17,3781.63
1435,2022-05-06,4561,Male,62,Beauty,8,1710.84,12463.94,1293.53,13,2115.74
1475,2022-05-06,8220,Male,45,Sports,8,2475.1,17898.13,1971.46,11,2126.43
1315,2022-05-09,1650,Male,61,Electronics,6,2083.96,11697.69,1546.37,15,2419.5
1818,2022-05-13,3416,Female,61,Home,2,3655.94,6821.48,2868.61,19,1084.25
1759,2022-05-15,1920,Male,32,Electronics,5,1917.54,8635.13,1533.88,13,965.71
1615,2022-05-18,4099,Male,63,Clothing,6,2839.74,16185.29,2258.48,20,2634.42
1935,2022-05-18,6787,Female,42,Home,7,2846.1,18687.15,2332.08,18,2362.6
1608,2022-05-21,9773,Female,29,Home,6,1903.76,10538.98,1386.74,17,2218.55
1859,2022-05-22,5714,Male,58,Beauty,7,3002.98,19828.59,2399.36,10,3033.08
1147,2022-05-24,3382,Female,21,Sports,3,3602.94,9816.58,2884.33,10,1163.58
1964,2022-05-25,5961,Female,22,Sports,8,2372.28,17405.6,1833.19,19,2740.09
1439,2022-05-25,9222,Male,39,Clothing,5,3075.06,14197.48,2474.65,18,1824.25
